ProviderID,ProviderName,ProviderType,ProviderPrimaryInspectionCategory,ProviderStreetAddress,ProviderAddressLine2,ProviderCity,ProviderPostCode,ProviderLocalAuthority,ProviderRegion,Service/PopulationGroup,Domain,LatestRating,PublicationDate,ReportType,InheritedRating(Y/N),URL,BrandID,BrandName
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Long stay or rehabilitation mental health wards for working age adults,Well-led,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Mental health crisis services and health-based places of safety,Caring,Good,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Mental health crisis services and health-based places of safety,Effective,Good,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Mental health crisis services and health-based places of safety,Overall,Good,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Mental health crisis services and health-based places of safety,Responsive,Good,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Mental health crisis services and health-based places of safety,Safe,Good,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Mental health crisis services and health-based places of safety,Well-led,Good,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Overall,Caring,Good,14/05/2019,Provider,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Overall,Effective,Good,14/05/2019,Provider,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Overall,Overall,Good,14/05/2019,Provider,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Overall,Responsive,Good,14/05/2019,Provider,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Overall,Safe,Requires improvement,14/05/2019,Provider,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Overall,Well-led,Good,14/05/2019,Provider,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Specialist community mental health services for children and young people,Caring,Good,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Specialist community mental health services for children and young people,Effective,Good,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Specialist community mental health services for children and young people,Overall,Good,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Specialist community mental health services for children and young people,Responsive,Requires improvement,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Specialist community mental health services for children and young people,Safe,Good,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Specialist community mental health services for children and young people,Well-led,Good,14/05/2019,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Substance misuse services,Caring,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Substance misuse services,Effective,Requires improvement,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Substance misuse services,Overall,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Substance misuse services,Responsive,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Substance misuse services,Safe,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Substance misuse services,Well-led,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Wards for older people with mental health problems,Caring,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Wards for older people with mental health problems,Effective,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Wards for older people with mental health problems,Overall,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Wards for older people with mental health problems,Responsive,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Wards for older people with mental health problems,Safe,Requires improvement,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Wards for older people with mental health problems,Well-led,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Wards for people with learning disabilities or autism,Caring,Outstanding,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Wards for people with learning disabilities or autism,Effective,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Wards for people with learning disabilities or autism,Overall,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Wards for people with learning disabilities or autism,Responsive,Outstanding,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Wards for people with learning disabilities or autism,Safe,Requires improvement,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RV9,Humber Teaching NHS Foundation Trust,NHS Healthcare Organisation,Mental health - community & residential - NHS,Trust HQ,"Willerby Hill, Beverley Road",Hull,HU10 6ED,East Riding of Yorkshire,Yorkshire and The Humber,Wards for people with learning disabilities or autism,Well-led,Good,01/02/2018,CoreService,N,http://www.cqc.org.uk/provider/RV9,-,-
RVJ,North Bristol NHS Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,Southmead Hospital,"Southmead Road, Westbury On Trym",Bristol,BS10 5NB,"Bristol, City of",South West,Child and adolescent mental health wards,Caring,Good,11/02/2015,CoreService,N,http://www.cqc.org.uk/provider/RVJ,-,-
RVJ,North Bristol NHS Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,Southmead Hospital,"Southmead Road, Westbury On Trym",Bristol,BS10 5NB,"Bristol, City of",South West,Child and adolescent mental health wards,Effective,Good,11/02/2015,CoreService,N,http://www.cqc.org.uk/provider/RVJ,-,-
RVJ,North Bristol NHS Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,Southmead Hospital,"Southmead Road, Westbury On Trym",Bristol,BS10 5NB,"Bristol, City of",South West,Child and adolescent mental health wards,Overall,Good,11/02/2015,CoreService,N,http://www.cqc.org.uk/provider/RVJ,-,-
RVJ,North Bristol NHS Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,Southmead Hospital,"Southmead Road, Westbury On Trym",Bristol,BS10 5NB,"Bristol, City of",South West,Child and adolescent mental health wards,Responsive,Good,11/02/2015,CoreService,N,http://www.cqc.org.uk/provider/RVJ,-,-
RVJ,North Bristol NHS Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,Southmead Hospital,"Southmead Road, Westbury On Trym",Bristol,BS10 5NB,"Bristol, City of",South West,Child and adolescent mental health wards,Safe,Good,11/02/2015,CoreService,N,http://www.cqc.org.uk/provider/RVJ,-,-
RVJ,North Bristol NHS Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,Southmead Hospital,"Southmead Road, Westbury On Trym",Bristol,BS10 5NB,"Bristol, City of",South West,Child and adolescent mental health wards,Well-led,Good,11/02/2015,CoreService,N,http://www.cqc.org.uk/provider/RVJ,-,-
RVJ,North Bristol NHS Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,Southmead Hospital,"Southmead Road, Westbury On Trym",Bristol,BS10 5NB,"Bristol, City of",South West,"Community health services for children, young people and families",Caring,Outstanding,11/02/2015,CoreService,N,http://www.cqc.org.uk/provider/RVJ,-,-
RVJ,North Bristol NHS Trust,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,Southmead Hospital,"Southmead Road, Westbury On Trym",Bristol,BS10 5NB,"Bristol, City of",South West,"Community health services for children, young people and families",Effective,Outstanding,11/02/2015,CoreService,N,http://www.cqc.org.uk/provider/RVJ,-,-
